,formula,Eg (eV),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,Computed band gap small,Computed band gap large
569,SbI3,2.12,Sb1 I3,51.0,53.0,2.0,52.5,0.75,53.0,85.0,96.0,11.0,93.25,4.125,96.0,121.76,126.90447,5.144469999999998,125.6183525,1.9291762500000011,126.90447,386.85,903.78,516.93,516.0825,193.84874999999997,386.85,15.0,17.0,2.0,16.5,0.75,17.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,139.0,0.0,139.0,0.0,139.0,2.05,2.66,0.6100000000000003,2.5075000000000003,0.22875,2.66,2.0,2.0,0.0,2.0,0.0,2.0,3.0,5.0,2.0,4.5,0.75,5.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.0,2.0,16.5,0.75,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.5,0.75,1.0,31.56,43.015,11.455000000000002,40.151250000000005,4.2956249999999985,43.015,0.0,1.062,1.062,0.7965,0.39825000000000005,1.062,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,89.5,38.25,64.0,Sb3+1 I-3,-1.0,3.0,4.0,2.8284271247461903,2.2114,2.2167000000000003
570,YbIn3S6,1.31,Yb1 In3 S6,16.0,70.0,54.0,31.3,18.360000000000003,16.0,39.0,88.0,49.0,79.2,10.559999999999999,88.0,32.065,173.054,140.989,70.9898,46.70976,32.065,388.36,1092.0,703.64,471.14099999999996,124.17179999999996,388.36,3.0,16.0,13.0,13.8,2.6399999999999997,16.0,3.0,6.0,3.0,3.9,1.08,3.0,105.0,187.0,82.0,124.3,23.16,105.0,1.26,2.58,1.32,2.2079999999999997,0.4464,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.7,1.56,4.0,0.0,10.0,10.0,3.0,4.2,0.0,0.0,14.0,14.0,1.4,2.5199999999999996,0.0,6.0,16.0,10.0,9.1,3.72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.7,1.3800000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.7,1.3800000000000001,2.0,24.26,34.12,9.859999999999996,26.162125000000003,1.5915750000000028,25.786875,0.0,2.202,2.202,1.3212,1.0569600000000001,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,106.2,43.44,70.0,Yb3+1 In3+3 S2-6,-2.0,3.0,5.0,3.3333333333333335,,
571,GaAs,1.521,Ga1 As1,31.0,33.0,2.0,32.0,1.0,31.0,74.0,84.0,10.0,79.0,5.0,74.0,69.723,74.9216,5.198599999999999,72.3223,2.5992999999999995,69.723,302.91,1090.0,787.0899999999999,696.455,393.54499999999996,302.91,13.0,15.0,2.0,14.0,1.0,13.0,4.0,4.0,0.0,4.0,0.0,4.0,119.0,122.0,3.0,120.5,1.5,119.0,1.81,2.18,0.3700000000000001,1.995,0.18500000000000005,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,22.175,3.317499999999999,20.51625,1.6587499999999995,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,115.0,51.0,64.0,Ga3+1 As3-1,-3.0,3.0,6.0,4.242640687119285,0.1839000000000004,0.0
572,Ag8GeS6,1.18,Ag8 Ge1 S6,16.0,47.0,31.0,33.6,14.293333333333331,47.0,65.0,88.0,23.0,75.13333333333334,10.80888888888889,65.0,32.065,107.8682,75.8032,75.19837333333334,34.84781511111111,107.8682,388.36,1234.93,846.57,894.7333333333333,405.0986666666667,1234.93,11.0,16.0,5.0,13.2,2.3466666666666667,11.0,3.0,5.0,2.0,4.133333333333334,0.9244444444444445,5.0,105.0,145.0,40.0,127.33333333333333,18.84444444444444,145.0,1.93,2.58,0.6500000000000001,2.195333333333333,0.30773333333333336,1.93,1.0,2.0,1.0,1.4666666666666666,0.49777777777777776,1.0,0.0,4.0,4.0,1.7333333333333334,1.848888888888889,0.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,9.2,2.5600000000000005,11.0,0.0,1.0,1.0,0.5333333333333333,0.49777777777777776,1.0,0.0,4.0,4.0,1.0666666666666667,1.1377777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.6,0.6400000000000001,1.0,16.33,25.786875,9.456875,20.55775,4.509600000000001,16.33,0.0,2.202,2.202,0.9063333333333332,1.0365333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,163.0,74.4,225.0,Ag+8 Ge4+1 S2-6,-2.0,4.0,6.0,2.4096579867074968,0.6087000000000002,0.6087000000000002
573,Cs4GeP4Se12,2.0,Cs4 Ge1 P4 Se12,15.0,55.0,40.0,34.285714285714285,7.891156462585033,34.0,5.0,89.0,84.0,71.38095238095238,25.28798185941043,89.0,30.973762,132.9054519,101.93168990000001,79.79413598095238,20.232882254875285,78.96,301.59,1211.4,909.8100000000002,457.85523809523806,113.07446712018142,494.0,1.0,16.0,15.0,12.857142857142858,4.517006802721088,16.0,3.0,6.0,3.0,4.190476190476191,0.689342403628118,4.0,107.0,244.0,137.0,141.14285714285714,39.18367346938775,120.0,0.79,2.55,1.7599999999999998,2.1204761904761904,0.5173696145124715,2.55,1.0,2.0,1.0,1.8095238095238095,0.30839002267573695,2.0,0.0,4.0,4.0,2.9523809523809526,1.2154195011337867,4.0,0.0,10.0,10.0,6.190476190476191,4.716553287981859,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,10.952380952380953,6.058956916099773,16.0,0.0,1.0,1.0,0.19047619047619047,0.30839002267573695,0.0,0.0,4.0,4.0,1.9047619047619047,0.7256235827664399,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0952380952380953,0.526077097505669,2.0,22.5702380952,115.765,93.1947619048,42.25647392289524,28.003248029373243,25.92,0.0,1.625,1.625,0.7843333333333333,0.33701587301587305,0.799,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,62.714285714285715,78.80272108843536,14.0,Cs+4 Ge2+1 P3+1 P5+3 Se2-12,-2.0,5.0,7.0,3.2998316455372216,1.3838,1.3838
574,AgN3,3.44,Ag1 N3,7.0,47.0,40.0,17.0,15.0,7.0,65.0,82.0,17.0,77.75,6.375,82.0,14.0067,107.8682,93.8615,37.472075000000004,35.198062500000006,14.0067,63.05,1234.93,1171.88,356.02,439.455,63.05,11.0,15.0,4.0,14.0,1.5,15.0,2.0,5.0,3.0,2.75,1.125,2.0,71.0,145.0,74.0,89.5,27.75,71.0,1.93,3.04,1.11,2.7625,0.41624999999999995,3.04,1.0,2.0,1.0,1.75,0.375,2.0,0.0,3.0,3.0,2.25,1.125,3.0,0.0,10.0,10.0,2.5,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,6.5,2.25,5.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,2.25,1.125,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.5,0.75,3.0,14.76875,16.33,1.5612499999999976,15.159062500000001,0.5854687499999995,14.76875,0.0,6.437,6.437,4.82775,2.413875,6.437,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,201.75,11.625,194.0,Ag+1 N5+1 N3-2,-3.0,5.0,8.0,4.1952353926806065,1.7489999999999999,1.7855
575,Sm1.82Lu2.18Se6,1.51,Sm1.82 Lu2.18 Se6,34.0,71.0,37.0,47.162,15.794400000000001,34.0,23.0,89.0,66.0,66.524,26.9712,89.0,78.96,174.9668,96.00680000000001,112.8842824,40.70913888000001,78.96,494.0,1936.0,1442.0,963.238,563.0856,494.0,3.0,16.0,13.0,10.8,6.24,16.0,4.0,6.0,2.0,4.8,0.96,4.0,120.0,198.0,78.0,148.802,34.562400000000004,120.0,1.17,2.55,1.38,2.0198,0.6362399999999999,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,6.218,4.5384,10.0,0.0,14.0,14.0,4.144,4.9728,0.0,8.0,17.0,9.0,14.762,2.461368,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,9.0,9.0,1.9620000000000002,3.0685680000000004,0.0,0.0,8.0,8.0,1.456,2.382016,0.0,2.0,9.0,7.0,4.618,3.1416,2.0,25.92,33.23,7.309999999999995,27.89243,2.3669159999999985,25.92,0.0,0.799,0.799,0.47940000000000005,0.38352,0.799,0.0,0.0022471,0.0022471,0.0004898678000000001,0.0007661532392000002,0.0,14.0,194.0,180.0,80.904,80.2848,14.0,,,,,,,
576,Si2Te3,2.03,Si2 Te3,14.0,52.0,38.0,36.8,18.240000000000002,52.0,78.0,90.0,12.0,85.2,5.76,90.0,28.0855,127.6,99.5145,87.79419999999999,47.76696,127.6,722.66,1687.0,964.34,1108.396,462.88320000000004,722.66,14.0,16.0,2.0,15.2,0.9600000000000002,16.0,3.0,5.0,2.0,4.2,0.96,5.0,111.0,138.0,27.0,127.2,12.959999999999999,138.0,1.9,2.1,0.20000000000000018,2.0200000000000005,0.096,2.1,2.0,2.0,0.0,2.0,0.0,2.0,2.0,4.0,2.0,3.2,0.96,4.0,0.0,10.0,10.0,6.0,4.8,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,12.0,11.2,5.76,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8,0.96,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.8,0.96,2.0,20.44,34.7633333333,14.323333333299995,29.03399999998,6.875199999983996,34.7633333333,0.464,0.773,0.309,0.5876,0.14832,0.464,0.0,0.0,0.0,0.0,0.0,0.0,152.0,227.0,75.0,182.0,36.0,152.0,Si4-1 Si4+1 Te2-2 Te4+1,-4.0,4.0,8.0,3.9440531887330774,,
577,LaMg2PdH7,1.0,La1 Mg2 Pd1 H7,1.0,57.0,56.0,12.181818181818182,14.297520661157023,1.0,13.0,92.0,79.0,77.72727272727273,18.165289256198346,92.0,1.00794,138.90547,137.89753000000002,27.36282272727273,34.65451355371901,1.00794,14.01,1828.05,1814.04,451.37454545454545,556.645785123967,14.01,1.0,10.0,9.0,2.1818181818181817,1.5702479338842976,1.0,1.0,6.0,5.0,2.1818181818181817,1.5041322314049588,1.0,31.0,207.0,176.0,76.81818181818181,58.31404958677686,31.0,1.1,2.2,1.1,1.9381818181818182,0.3808264462809918,2.2,0.0,2.0,2.0,1.1818181818181819,0.4462809917355372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,1.6363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,2.1818181818181817,1.5702479338842976,1.0,0.0,1.0,1.0,0.6363636363636364,0.4628099173553719,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.8181818181818182,1.487603305785124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1.4545454545454546,1.3719008264462809,1.0,6.615,36.8975,30.2825,13.03568181818182,8.171776859504133,6.615,0.0,7.853,7.853,4.9973636363636365,3.634446280991735,7.853,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,196.8181818181818,5.123966942148756,194.0,La0+1 Mg0+2 Pd0+1 H0+7,0.0,0.0,0.0,0.0,0.7090000000000005,0.7090000000000005
578,SiAs,1.57,Si1 As1,14.0,33.0,19.0,23.5,9.5,14.0,78.0,84.0,6.0,81.0,3.0,78.0,28.0855,74.9216,46.8361,51.50355,23.41805,28.0855,1090.0,1687.0,597.0,1388.5,298.5,1090.0,14.0,15.0,1.0,14.5,0.5,14.0,3.0,4.0,1.0,3.5,0.5,3.0,111.0,119.0,8.0,115.0,4.0,111.0,1.9,2.18,0.28000000000000025,2.04,0.14000000000000012,1.9,2.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,1.0,2.5,0.5,2.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,9.5,5.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,3.5,0.5,3.0,20.44,22.175,1.7349999999999994,21.3075,0.8674999999999997,20.44,0.0,0.773,0.773,0.3865,0.3865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,227.0,61.0,196.5,30.5,166.0,Si0+1 As0+1,0.0,0.0,0.0,0.0,1.484,1.484
579,CsErZnSe3,2.56,Cs1 Er1 Zn1 Se3,30.0,68.0,38.0,42.5,12.666666666666666,34.0,5.0,89.0,84.0,62.666666666666664,28.444444444444443,89.0,65.38,167.259,101.87899999999999,100.40407531666666,33.11876708888889,78.96,301.59,1770.0,1468.41,707.7116666666667,354.09611111111116,494.0,1.0,16.0,15.0,10.666666666666666,5.777777777777778,16.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,120.0,244.0,124.0,152.5,42.666666666666664,120.0,0.79,2.55,1.7599999999999998,1.8883333333333334,0.6616666666666666,2.55,1.0,2.0,1.0,1.8333333333333333,0.27777777777777785,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,6.666666666666667,4.444444444444445,10.0,0.0,12.0,12.0,2.0,3.3333333333333335,0.0,1.0,16.0,15.0,12.5,4.0,16.0,0.0,1.0,1.0,0.16666666666666666,0.2777777777777778,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,0.0,2.0,2.0,1.5,0.6666666666666666,2.0,13.96,115.765,101.805,39.678333333333335,25.362222222222226,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,109.83333333333333,95.83333333333333,14.0,Cs+1 Er3+1 Zn2+1 Se2-3,-2.0,3.0,5.0,2.5495097567963922,2.1566,2.1566
580,GaSb,0.7,Ga1 Sb1,31.0,51.0,20.0,41.0,10.0,31.0,74.0,85.0,11.0,79.5,5.5,74.0,69.723,121.76,52.037000000000006,95.7415,26.018500000000003,69.723,302.91,903.78,600.8699999999999,603.345,300.43499999999995,302.91,13.0,15.0,2.0,14.0,1.0,13.0,4.0,5.0,1.0,4.5,0.5,4.0,122.0,139.0,17.0,130.5,8.5,122.0,1.81,2.05,0.23999999999999977,1.93,0.11999999999999988,1.81,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,18.8575,31.56,12.702499999999997,25.208750000000002,6.3512499999999985,18.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,166.0,102.0,115.0,51.0,64.0,Ga3+1 Sb3-1,-3.0,3.0,6.0,4.242640687119285,0.36549999999999994,0.0
581,Pb2Nb2Se4O15,2.79,Pb2 Nb2 Se4 O15,8.0,82.0,74.0,21.82608695652174,18.034026465028354,8.0,47.0,89.0,42.0,83.34782608695652,6.729678638941402,87.0,15.9994,207.2,191.20059999999998,50.26277217391304,44.6913550094518,15.9994,54.8,2750.0,2695.2,413.00956521739135,467.22986767485827,54.8,5.0,16.0,11.0,14.869565217391305,1.8676748582230622,16.0,2.0,6.0,4.0,2.9565217391304346,1.2476370510396975,2.0,66.0,164.0,98.0,90.8695652173913,32.43856332703213,66.0,1.6,3.44,1.8399999999999999,3.028695652173913,0.5364839319470699,3.44,1.0,2.0,1.0,1.9130434782608696,0.1587901701323251,2.0,0.0,4.0,4.0,3.4782608695652173,0.8620037807183366,4.0,0.0,10.0,10.0,2.9565217391304346,3.85633270321361,0.0,0.0,14.0,14.0,1.2173913043478262,2.223062381852552,0.0,5.0,28.0,23.0,9.565217391304348,5.4442344045368625,6.0,0.0,1.0,1.0,0.08695652173913043,0.15879017013232513,0.0,0.0,4.0,4.0,2.0,0.34782608695652173,2.0,0.0,6.0,6.0,0.5217391304347826,0.952741020793951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,2.608695652173913,1.005671077504726,2.0,9.105,28.11,19.005,14.471086956521741,6.999243856332703,9.105,0.0,0.799,0.799,0.13895652173913045,0.2295803402646503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,49.73913043478261,61.655954631379956,12.0,Pb2+2 Nb5+2 Se2-1 Se6+3 O2-15,-2.0,6.0,8.0,4.300756154038903,2.7,2.7
582,RbAg5P2S8,2.4,Rb1 Ag5 P2 S8,15.0,47.0,32.0,26.875,13.84375,16.0,4.0,88.0,84.0,74.9375,15.078125,88.0,30.973762,107.8682,76.89443800000001,58.95477025,33.8850223125,32.065,312.46,1234.93,922.47,639.286875,372.27695312500003,388.36,1.0,16.0,15.0,13.375,3.03125,16.0,3.0,5.0,2.0,3.75,0.9375,3.0,105.0,220.0,115.0,124.9375,24.421875,105.0,0.82,2.58,1.7600000000000002,2.218125,0.36187500000000006,2.58,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.375,1.78125,4.0,0.0,10.0,10.0,3.125,4.296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,7.125,2.421875,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.75,0.5625,2.0,16.33,90.7225,74.3925,26.4879985119,8.0293126860125,25.786875,0.0,2.202,2.202,1.304125,0.97809375,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,119.875,79.34375,70.0,Rb+1 Ag+5 P5+2 S2-8,-2.0,5.0,7.0,2.948110924760355,1.1624999999999996,1.1624999999999996
583,Ba2InYTe5,1.36,Ba2 In1 Y1 Te5,39.0,56.0,17.0,51.111111111111114,3.160493827160492,52.0,9.0,90.0,81.0,61.666666666666664,34.44444444444444,90.0,88.90585,137.327,48.42115,124.04198333333332,9.857803703703707,127.6,429.75,1799.0,1369.25,871.3388888888888,263.3296296296296,722.66,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,5.0,6.0,1.0,5.222222222222222,0.34567901234567905,5.0,138.0,215.0,77.0,161.33333333333334,30.22222222222222,138.0,0.89,2.1,1.21,1.6977777777777778,0.46518518518518515,2.1,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.3333333333333335,1.8518518518518516,4.0,0.0,10.0,10.0,6.777777777777778,4.296296296296297,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,11.11111111111111,5.851851851851852,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,1.111111111111111,2.0,0.0,9.0,9.0,1.0,1.7777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.6666666666666665,1.9259259259259258,2.0,24.26,63.59,39.33,39.73574074072222,10.60189300412346,34.7633333333,0.0,0.464,0.464,0.25777777777777783,0.22913580246913579,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,229.0,90.0,172.33333333333334,30.0,152.0,Ba2+2 In3+1 Y3+1 Te2-5,-2.0,3.0,5.0,2.8774989139876315,0.5766,0.5766
584,LiZnN,1.98,Li1 Zn1 N1,3.0,30.0,27.0,13.333333333333334,11.111111111111112,3.0,1.0,82.0,81.0,50.666666666666664,33.111111111111114,1.0,6.941,65.38,58.43899999999999,28.775899999999996,24.40273333333333,6.941,63.05,692.68,629.63,403.13999999999993,226.7266666666667,63.05,1.0,15.0,14.0,9.333333333333334,5.5555555555555545,1.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,71.0,128.0,57.0,107.0,24.0,71.0,0.98,3.04,2.06,1.89,0.7666666666666666,0.98,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,1.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,11.0,6.0,4.0,1.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444444,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.3333333333333333,1.111111111111111,0.0,13.96,16.5933333333,2.6333333332999977,15.1073611111,0.9906481481333321,13.96,0.0,6.437,6.437,2.1456666666666666,2.8608888888888893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,229.0,35.0,205.66666666666666,15.555555555555552,194.0,Li+1 Zn2+1 N3-1,-3.0,2.0,5.0,2.6457513110645907,0.5187000000000004,0.5187000000000004
585,In0.7Al0.3P,1.9,In0.7 Al0.3 P1,13.0,49.0,36.0,26.599999999999998,15.679999999999998,15.0,73.0,83.0,10.0,78.7,4.3,83.0,26.9815386,114.818,87.83646139999999,59.72041179,38.568311746999996,30.973762,317.3,933.47,616.1700000000001,449.08299999999997,145.31609999999998,317.3,13.0,15.0,2.0,14.0,1.0,15.0,3.0,5.0,2.0,3.7,0.91,3.0,107.0,142.0,35.0,121.35,14.454999999999998,107.0,1.61,2.19,0.5799999999999998,1.9595,0.23049999999999993,2.19,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,10.0,10.0,3.5,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,10.0,7.5,3.8499999999999996,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,16.48,24.26,7.780000000000001,22.2481190476,1.730435714280001,22.5702380952,0.0,1.625,1.625,0.8125,0.8125,1.625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,83.4,81.4,2.0,,,,,,,
